이카운트_품목코드,이카운트_품목명,카페24_매칭명,카페24_상품코드,카페24_품목코드,유사도
(1)800마대PP,◈[50장 묶음] PP 마대 [고급],PVC 점검구 PVC 점검구 450 x 450,P0000CBX,P0000CBX000C,42.86
(1)800매거양321,◈매거진피스/양날(3*21) 2000PS ★코팅,자동연발피스 (양날) 매거진피스 3 x 21 (2000PCS/1박스) 코팅,P0000BMB,P0000BMB000D,83.72
(1)800매거양625,◈매거진피스/양날(6*25) 2000PS,자동연발피스 (양날) 매거진피스 6 x 25 (2000PCS/1박스),P0000BMB,P0000BMB000A,81.08
(1)800매거양632,◈매거진피스/양날(6*32) 1000PS,자동연발피스 (양날) 매거진피스 6 x 32 (1000PCS/1박스),P0000BMB,P0000BMB000B,81.08
(1)800매거양638,◈매거진피스/양날(6*38) 1000PS,자동연발피스 (양날) 매거진피스 6 x 38 (1000PCS/1박스),P0000BMB,P0000BMB000C,81.08
(1)800매거외321,◈매거진피스/외날(3*21) 2000PS ★코팅,자동연발피스 (외날) 매거진피스 3 x 21 (2000PCS/1박스) 코팅,P0000BLY,P0000BLY000D,83.72
(1)800매거외625,◈매거진피스/외날(6*25) 2000PS,자동연발피스 (외날) 매거진피스 6 x 25 (2000PCS/1박스),P0000BLY,P0000BLY000A,81.08
(1)800매거외625코,◈매거진피스/외날(6*25) 2000PS ★코팅,자동연발피스 (외날) 매거진피스 6 x 25 (2000PCS/1박스) 코팅,P0000BLY,P0000BLY000E,83.72
(1)800매거외632,◈매거진피스/외날(6*32) 1000PS,자동연발피스 (외날) 매거진피스 6 x 32 (1000PCS/1박스),P0000BLY,P0000BLY000B,81.08
(1)800매거외638,◈매거진피스/외날(6*38) 1000PS,자동연발피스 (외날) 매거진피스 6 x 38 (1000PCS/1박스),P0000BLY,P0000BLY000C,81.08
(1)800비닐대,◈비닐 0.1*1800*40M (두꺼움),골판지 종이 보양지 (40m/1롤) 풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000CTS,P0000CTS000A,64.52
(1)800비닐소,◈비닐 0.05*1800*45M (얇음),브라운 애쉬 집성판솔리드 20 x 1000 x 1800,P0000BLA,P0000BLA000E,53.06
(1)800빗자루,◈ 빗자루,히노끼루바(유절) 10T8매/단 히노끼 루바 (유절/8자),P0000BYR,P0000BYR000A,13.79
(1)800빠찌링기본,◈자석 빠찌링,UV코팅 자작합판상도/하도 ----------,P0000BWI,P0000BWI000G,20.0
(1)800빠찌링백색,◈자석 빠찌링 백색(더블),바이오 실리콘 바이오 실리콘 [백색],P0000BHF,P0000BHF000C,36.36
(1)800빠찌링스텐,◈자석도어캐치(자석 빠찌링) 스텐(소),스텐 접시 양날피스 스텐 접시 양날피스 8 x 25 (소),P0000BJE,P0000BJE000A,37.84
(1)800사륜로라,◈행가용 (사륜 로라),라왕 집성판사이드핑거 -------------------,P0000BEW,P0000BEW000B,30.0
(1)800사포120,◈사포 (폐파) 120방,레드파인계단재 대봉 90 x 90 x 1200,P0000BFO,P0000BFO000G,40.0
(1)800사포220,◈사포 (폐파) 220방,재단비 결제 24~30mm,P0000BNF,P0000BNF000D,33.33
(1)800사포320,◈사포 (폐파) 320방,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,34.78
(1)800사포A원형,◈원형사포 (해바라기 폐파),재단비 결제 템바보드,P0000BNF,P0000BNF000H,26.09
(1)800서랍레일300,◈철레일300(서랍레일) 3단 고급★,3단 고급 서랍레일피스포함 300mm,P0000BLV,P0000BLV000A,54.05
(1)800서랍레일350,◈철레일350(서랍레일) 3단 고급★,3단 고급 서랍레일피스포함 300mm,P0000BLV,P0000BLV000A,54.05
(1)800서랍레일400,◈철레일400(서랍레일) 3단 고급★,3단 고급 서랍레일피스포함 300mm,P0000BLV,P0000BLV000A,54.05
(1)800서랍레일450,◈철레일450(서랍레일) 3단 고급★,3단 고급 서랍레일피스포함 300mm,P0000BLV,P0000BLV000A,54.05
(1)800서랍레일피스,◈서랍레일피스 3*16,3단 고급 서랍레일피스포함 300mm,P0000BLV,P0000BLV000A,60.61
(1)800석고본드,◈석고본드 (25KG),석고본드석고보드용 접착재 25Kg 1포 집본드 25Kg 1포,P0000BFN,P0000BFN000A,61.54
(1)800스텐피스25,◈스텐피스 25mm (양날/500개),윙스크류 양날피스 8 x 25 (500pcs),P0000BMA,P0000BMA000A,50.0
(1)800스텐피스32,◈스텐피스 32mm (양날/300개),"톱날 ( 대건금속, 타지마 ) 톱날 300 mm / 대건금속",P0000BIZ,P0000BIZ000C,51.43
(1)800스텐피스38,◈스텐피스 38mm (양날/300개),스텐 접시 양날피스 스텐 접시 양날피스 8 x 32,P0000BJE,P0000BJE000C,52.94
(1)800스텐피스50,◈스텐피스 50mm (양날/200개),방부 라티스 (15T) 15T x 1200mm x 2400mm,P0000BTH,P0000BTH000A,51.16
(1)800스토퍼말굽,◈말굽(말발굽) 도어스토퍼 자동(SN),자동연발피스 (양날) 매거진피스 6 x 32 (1000PCS/1박스),P0000BMB,P0000BMB000B,30.77
(1)800스토퍼블랙,◈일자 도어스토퍼(스프링) [블랙],"일반경첩실버,골드,블랙 일반경첩 - 골드",P0000BZG,P0000BZG000B,37.5
(1)800스토퍼실버,◈일자 도어스토퍼(스프링) [실버],"일반경첩실버,골드,블랙 일반경첩 - 실버",P0000BZG,P0000BZG000A,34.29
(1)800스톱바,◈행가레일(사륜) 스톱바,"우레탄폼 스프레이건용, 일회용, 크리너 월드 난연폼",P0000BHA,P0000BHA000G,27.03
(1)800실1701GR,◈실린더 1701 GR (핀/실버),실린더BPL-1701 GR (핀/실버) BPL-1701 실버,P0000BZE,P0000BZE000A,85.71
(1)800실5000BK,◈실린더 5000 BK (키/블랙) KEY,실린더BPL-5000 BK (키/블랙) KEY BPL-5000 실버,P0000CTO,P0000CTO000A,88.89
(1)800실5000GR,◈실린더 5000 GR (키/실버) KEY,실린더BPL-5000 GR (키/실버) KEY BPL-5000 실버,P0000BZA,P0000BZA000A,88.89
(1)800실5000WT,◈실린더 5000 WT (키/화이트) KEY,실린더BPL-5000 WT (키/화이트) KEY BPL-5000 실버,P0000CTP,P0000CTP000A,89.47
(1)800실5001BK,◈실린더 5001 BK (핀/블랙),실린더BPL-5001 BK (핀/블랙) BPL-5001 실버,P0000CTQ,P0000CTQ000A,85.71
(1)800실5001GR,◈실린더 5001 GR (핀/실버),실린더BPL-5001 GR (핀/실버) BPL-5001 실버,P0000BZB,P0000BZB000A,85.71
(1)800실5001WT,◈실린더 5001 WT (핀/화이트),실린더BPL-5001 WT (핀/화이트) BPL-5001 실버,P0000CTR,P0000CTR000A,86.67
(1)800실5100GR,◈실린더 5100 GR (키/실버) KEY,실린더BPL-5100 GR (키/실버) KEY BPL-5100 실버,P0000BZC,P0000BZC000A,88.89
(1)800실5101GR,◈실린더 5101 GR (핀/실버),실린더BPL-5101 GR (핀/실버) BPL-5101 실버,P0000BZD,P0000BZD000A,85.71
(1)800실6401GR,◈실린더 6401 GR (핀/실버),실린더BPL-6401 GR (핀/실버) BPL-6401 실버,P0000BZF,P0000BZF000A,85.71
(1)800실리B1투명,◈바이오실리콘(곰팡이 방지) 투명○,바이오 실리콘 바이오 실리콘 [투명],P0000BHF,P0000BHF000A,69.23
(1)800실리B반투명,◈바이오실리콘(곰팡이 방지) 반투명◑,바이오 실리콘 바이오 실리콘 [반투명],P0000BHF,P0000BHF000B,71.43
(1)800실리B백색,◈바이오실리콘(곰팡이 방지) 백색,바이오 실리콘 바이오 실리콘 [백색],P0000BHF,P0000BHF000C,69.23
(1)800실리C백색,◈아크씰 백색 (수용성/건축용/도장가능),수용성 실리콘(아크씰) 수성 실리콘 아크씰 [백색],P0000BHG,P0000BHG000A,74.07
(1)800실리골드,◈실리콘 골드 (금색),무초산형 실리콘 무초산형 실리콘 [골드],P0000BHE,P0000BHE000B,80.0
(1)800실리밤색,◈실리콘 밤색,무초산형 실리콘 무초산형 실리콘 [밤색],P0000BHE,P0000BHE000C,100.0
(1)800실리아이보리,◈실리콘 아이보리,무초산형 실리콘 무초산형 실리콘 [아이보리],P0000BHE,P0000BHE000E,100.0
(1)800실리우드,◈실리콘 우드,무초산형 실리콘 무초산형 실리콘 [우드],P0000BHE,P0000BHE000G,100.0
(1)800실리체리,◈실리콘 체리,무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,100.0
(1)800실리콘건,◈실리콘 건,수용성 실리콘(아크씰) 실리콘 건 (PVC 컷팅),P0000BHG,P0000BHG000B,100.0
(1)800실리회색,◈실리콘 회색,무초산형 실리콘 무초산형 실리콘 [회색],P0000BHE,P0000BHE000F,100.0
(1)800실리흑색,◈실리콘 흑색,무초산형 실리콘 무초산형 실리콘 [흑색],P0000BHE,P0000BHE000H,100.0
(1)800실타615,◈실타카핀 615,"6단위실타카핀(615,618,625,630) 실타카핀615",P0000BJD,P0000BJD000A,54.55
(1)800실타618,◈실타카핀 618,"6단위실타카핀(615,618,625,630) 실타카핀615",P0000BJD,P0000BJD000A,54.55
(1)800실타625,◈실타카핀 625,"6단위실타카핀(615,618,625,630) 실타카핀615",P0000BJD,P0000BJD000A,54.55
(1)800실타630,◈실타카핀 630,"6단위실타카핀(615,618,625,630) 실타카핀615",P0000BJD,P0000BJD000A,54.55
(1)800쓰레받,◈PVC 쓰레받이,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,54.55
(1)800씽크경유15,◈씽크경첩 (15T / ★유압) OUT,씽크경첩 110도 18T 일반 / 유압 일반 씽크경첩(110도),P0000BLX,P0000BLX000A,64.71
(1)800씽크경유18,◈씽크경첩 (18T / ★유압),씽크경첩 110도 18T 일반 / 유압 일반 씽크경첩(110도),P0000BLX,P0000BLX000A,100.0
(1)800씽크경일15,◈씽크경첩 (15T / 일반),씽크경첩 110도 18T 일반 / 유압 일반 씽크경첩(110도),P0000BLX,P0000BLX000A,77.78
(1)800씽크경일18,◈씽크경첩 (18T / 일반),씽크경첩 110도 18T 일반 / 유압 일반 씽크경첩(110도),P0000BLX,P0000BLX000A,100.0
(1)800씽크경피스,◈씽크경첩피스 (4.0*16),스텐 접시 양날피스 스텐 접시 양날피스 8 x 50,P0000BJE,P0000BJE000E,50.0
(1)800아연피스25,◈아연피스 25mm (목재용/1000개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,59.26
(1)800아연피스32,◈아연피스 32mm (목재용/1000개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,59.26
(1)800아연피스38,◈아연피스 38mm (목재용/500개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,61.54
(1)800아연피스50,◈아연피스 50mm (목재용/500개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,61.54
(1)800아연피스65,◈아연피스 65mm (목재용/300개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,61.54
(1)800아연피스75,◈아연피스 75mm (목재용/300개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,61.54
(1)800아연피스90,◈아연피스 90mm (목재용/200개),아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,61.54
(1)800액자레일2,◈액자레일-백색 (2M),바이오 실리콘 바이오 실리콘 [백색],P0000BHF,P0000BHF000C,40.0
(1)800에어건,◈에어건 [자석] ☞(총)☞,실리콘 건 실리콘 건,P0000BHD,P0000BHD000A,30.77
(1)800엘가이드,◈행가레일 엘가이드,"행거레일댐퍼형(30kg,50kg,80kg) 엘가이드",P0000CBW,P0000CBW000F,61.54
(1)800오메가12,◈오메가레일 12자,렉스판리빙보드 렉스판 유광백색 (300x9x3600) 12자,P0000CAS,P0000CAS000C,50.0
(1)800오메가7,◈오메가레일 7자,목재보호용오일스테인 외부용 0.75L,P0000BGY,P0000BGY000A,28.57
(1)800오메가8,◈오메가레일 8자,렉스판리빙보드 렉스판 유광백색 (300x9x2400) 8자,P0000CAS,P0000CAS000A,40.0
(1)800오메가9,◈오메가레일 9자,GS건설자이 천연 일반석고보드 번들단가,P0000CCL,P0000CCL000E,27.59
(1)800오목손사각,◈오목이 사각 니켈 [매립형 손잡이],오크 집성판사이드핑거 10장 이상 구매시 추가할인,P0000BEV,P0000BEV000K,31.82
(1)800오목손은,◈오목손잡이(은색),바이오 실리콘 바이오 실리콘 [백색],P0000BHF,P0000BHF000C,33.33
(1)800오목손타원,◈오목이 타원형 실버 [매립형 손잡이],무초산형 실리콘 무초산형 실리콘 [아이보리],P0000BHE,P0000BHE000E,32.26
(1)800오일116투명,◈오일스텐 16L [말통] (투명)○○,목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,50.0
(1)800오일135투명,◈오일스텐 3.5L (투명)○○,목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일16도토리,◈오일스텐 16L [말통] (도토리),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,42.42
(1)800오일16밤색,◈오일스텐 16L [말통] (밤색),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,43.75
(1)800오일16월넛,◈오일스텐 16L [말통] (월넛),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,50.0
(1)800오일16코코넛,◈오일스텐 16L [말통] (코코넛),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,48.48
(1)800오일16티크,◈오일스텐 16L [말통] (티크),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,50.0
(1)800오일16흑단,◈오일스텐 16L [말통] (흑단),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,50.0
(1)800오일16흑색,◈오일스텐 16L [말통] (흑색),목재보호용오일스테인 외부용 16L,P0000BGY,P0000BGY000C,50.0
(1)800오일35다크오렌,◈오일스텐 3.5L (다크오렌지),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,47.06
(1)800오일35도토리,◈오일스텐 3.5L (도토리),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,50.0
(1)800오일35레드와인,◈오일스텐 3.5L (레드와인),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,48.48
(1)800오일35마호가니,◈오일스텐 3.5L (마호가니),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,54.55
(1)800오일35밝은오크,◈오일스텐 3.5L (밝은오크),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,48.48
(1)800오일35밤색,◈오일스텐 3.5L (밤색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,51.61
(1)800오일35살구색,◈오일스텐 3.5L (살구색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,50.0
(1)800오일35연녹색,◈오일스텐 3.5L (연녹색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,50.0
(1)800오일35연밤색,◈오일스텐 3.5L (연밤색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,50.0
(1)800오일35월넛,◈오일스텐 3.5L (월넛),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35자단,◈오일스텐 3.5L (자단),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35참나무,◈오일스텐 3.5L (참나무),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,56.25
(1)800오일35체리,◈오일스텐 3.5L (체리),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35코코넛,◈오일스텐 3.5L (코코넛),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,56.25
(1)800오일35티크,◈오일스텐 3.5L (티크),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35화이트,◈오일스텐 3.5L (화이트),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,56.25
(1)800오일35황색,◈오일스텐 3.5L (황색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35흑단,◈오일스텐 3.5L (흑단),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800오일35흑색,◈오일스텐 3.5L (흑색),목재보호용오일스테인 외부용 3.5L,P0000BGY,P0000BGY000B,58.06
(1)800윙스25,◈윙스크류 25mm (양날/접시/500개),윙스크류 양날피스 8 x 25 (500pcs),P0000BMA,P0000BMA000A,65.12
(1)800윙스252,◈윙스크류 25mm (양날/접시/★1000개!!),윙스크류 양날피스 8 x 55 (300pcs),P0000BMA,P0000BMA000E,54.55
(1)800윙스32,◈윙스크류 32mm (양날/접시/500개),윙스크류 양날피스 8 x 32 (500pcs),P0000BMA,P0000BMA000B,65.12
(1)800윙스38,◈윙스크류 38mm (양날/접시/500개),윙스크류 양날피스 8 x 38 (500pcs),P0000BMA,P0000BMA000C,65.12
(1)800윙스45,◈윙스크류 45mm (양날/접시/500개),윙스크류 양날피스 8 x 45 (500pcs),P0000BMA,P0000BMA000D,65.12
(1)800윙스55,◈윙스크류 55mm (양날/접시/300개),윙스크류 양날피스 8 x 55 (300pcs),P0000BMA,P0000BMA000E,65.12
(1)800유리다보,◈유리다보 (판매용),마감용 구조재인테리어등급 ----------,P0000BEL,P0000BEL000F,28.57
(1)800자유경3,◈자유경첩 3인치 [1조],평붓 평 붓 3인치,P0000BIY,P0000BIY000B,47.62
(1)800자유경4,◈자유경첩 4인치 [1조],평붓 평 붓 4인치,P0000BIY,P0000BIY000C,47.62
(1)800장갑1코팅R,◈코팅장갑(RED) 1타(10개묶음),반코팅 장갑 (1타/10개) 1타 (10개),P0000BLZ,P0000BLZ000A,73.33
(1)800장갑기능대,◈기능성장갑 (대),NBR코팅 장갑 기능성장갑 (대),P0000CAH,P0000CAH000C,100.0
(1)800장갑기능소,◈기능성장갑 (소),NBR코팅 장갑 기능성장갑 (소),P0000CAH,P0000CAH000A,100.0
(1)800장갑기능중,◈기능성장갑 (중),NBR코팅 장갑 기능성장갑 (중),P0000CAH,P0000CAH000B,100.0
(1)800점검300,◈점검구[자동] 300*300,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,85.71
(1)800점검400,◈점검구[자동] 400*400,PVC 점검구 PVC 점검구 400 x 400,P0000CBX,P0000CBX000B,85.71
(1)800점검450,◈점검구[자동] 450*450 ★,PVC 점검구 PVC 점검구 450 x 450,P0000CBX,P0000CBX000C,85.71
(1)800점검600,◈점검구[자동] 600*600,알루미늄 점검구 알루미늄 점검구 600 x 600,P0000BJB,P0000BJB000D,85.71
(1)800점검AL600,◈AL 점검구[백색도장] 600*600,알루미늄 점검구 알루미늄 점검구 600 x 600,P0000BJB,P0000BJB000D,78.26
(1)800점검PVC300,◈PVC 점검구 300*300 밀폐형,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,100.0
(1)800점검PVC400,◈PVC 점검구 400*400 밀폐형,PVC 점검구 PVC 점검구 400 x 400,P0000CBX,P0000CBX000B,100.0
(1)800점검PVC450,◈PVC 점검구 450*450 밀폐형,PVC 점검구 PVC 점검구 450 x 450,P0000CBX,P0000CBX000C,100.0
(1)800점검PVC600,◈PVC 점검구 600*600 밀폐형,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,81.82
(1)800접시13,◈접시머리 양날피스 13mm(1000개),접시머리 양날피스(황색) 접시머리 양날피스 8 x 13 (1000pcs),P0000BJA,P0000BJA000A,72.34
(1)800접시25,◈접시머리 양날피스 25mm(500개),접시머리 양날피스(황색) 접시머리 양날피스 8 x 25 (500pcs),P0000BJA,P0000BJA000B,71.11
(1)800접시32,◈접시머리 양날피스 32mm(500개),접시머리 양날피스(황색) 접시머리 양날피스 8 x 32 (500pcs),P0000BJA,P0000BJA000C,71.11
(1)800접시38,◈접시머리 양날피스 38mm(500개),접시머리 양날피스(황색) 접시머리 양날피스 8 x 38 (500pcs),P0000BJA,P0000BJA000D,71.11
(1)800접착205,◈205 본드 (오공 / 목공용),목공용 본드 205 205 오공본드 (낱개),P0000BGK,P0000BGK000A,86.96
(1)800접착777,◈강력 스프레이 접착제 777,다용도 스프레이 접착제 707 다용도 강력스프레이 접착제,P0000BGR,P0000BGR000A,73.68
(1)800접착G1원,◈[원평] G1 본드 (18L),보드 합지 접착제 G-1 본드 (18L) 원평 G1 본드 (18L),P0000BVU,P0000BVU000A,100.0
(1)800접착G2원,◈[원평] G2 본드 (10KG),단열 보드 접착제 G-2 본드 (10kg) 원평 G2 본드 (10kg),P0000BVV,P0000BVV000A,100.0
(1)800접착G3원,◈[원평] G3플러스 (몰타론7000/15KG),몰탈 접착 증강제 G-3 본드 (15kg) 원평 G3 본드 (15kg),P0000BVW,P0000BVW000A,50.0
(1)800접착아이소,◈아이소핑크 접착제 (스티로폼용),아이소핑크(단열재 접착제) 850g 아이소핑크 (850g),P0000BGQ,P0000BGQ000A,75.0
(1)800접착에폭4,◈에폭시 (석재용 접착제) 4+4KG [소],석재용 접착제 (에폭시) 석재용 에폭시 (8kg),P0000BGS,P0000BGS000A,84.62
(1)800접착에폭A10,◈에폭시 (석재용 접착제) 10+10KG [대],석재용 접착제 (에폭시) 석재용 에폭시 (8kg),P0000BGS,P0000BGS000A,84.62
(1)800접착프라1,◈수성 프라이머(필름 접착제) (1KG) 소,인테리어 필름 접착제(수용성 프라이머) 수용성 프라이머 1kg,P0000BGM,P0000BGM000A,85.71
(1)800접착프라3,◈수성 프라이머(필름 접착제) (3KG) 대,인테리어 필름 접착제(수용성 프라이머) 수용성 프라이머 3kg,P0000BGM,P0000BGM000B,85.71
(1)800줄자55국,◈줄자 [국산] 5.5M,투습방수지 타이벡 50m 국산 타이랩 1.5 x 50m,P0000CAU,P0000CAU000C,57.14
(1)800줄자55세,◈줄자[세신/국산] 5.5M,투습방수지 타이벡 50m 국산 타이랩 1.5 x 50m,P0000CAU,P0000CAU000C,47.06
(1)800줄자55타,◈줄자 [타지마/고급 일본산] 5.5M,투습방수지 타이벡 50m 국산 타이랩 1.5 x 50m,P0000CAU,P0000CAU000C,50.0
(1)800줄자75타,◈줄자 [타지마/고급 일본산] 7.5M,투습방수지 타이벡 50m 국산 타이랩 2.8 x 50m,P0000CAU,P0000CAU000D,45.45
(1)800철기리30,◈철기리 [10 PCS/각]● 3.0MM,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,45.16
(1)800철기리32,◈철기리 [10 PCS/각]● 3.2MM,방부목각재/데크재 2” X 10” (38mm X 235mm),P0000BEI,P0000BEI000H,48.89
(1)800철기리33,◈철기리 [10 PCS/각]● 3.3MM,방부목각재/데크재 2” X 10” (38mm X 235mm),P0000BEI,P0000BEI000H,48.89
(1)800총1850A,◈제일타카 1850A ☞(타카총)☞,제일타카 1850A타카총/에어타카 1850A 타카총,P0000BIS,P0000BIS000D,100.0
(1)800총630R,◈제일타카 630R ☞(타카총)☞,제일타카 1850A타카총/에어타카 F30 타카총,P0000BIS,P0000BIS000A,76.19
(1)800총BN1664,◈제일타카 BN 16/64 ☞(타카총)☞,제일타카 1850A타카총/에어타카 T64 타카총,P0000BIS,P0000BIS000F,65.12
(1)800총CT64,◈제일타카 CT64RS ☞(총)☞,제일타카 1850A타카총/에어타카 CT64 타카총,P0000BIS,P0000BIS000E,55.0
(1)800총F30,◈제일타카 F30 ☞(타카총)☞,제일타카 1850A타카총/에어타카 F30 타카총,P0000BIS,P0000BIS000A,100.0
(1)800칼브럭625,◈칼브럭 (6*25) 60mm,자동연발피스 (양날) 매거진피스 6 x 25 (2000PCS/1박스),P0000BMB,P0000BMB000A,57.14
(1)800칼브럭640,◈칼브럭 (6*40) 70mm,마감용 구조재인테리어등급 70mm X 70mm,P0000BEL,P0000BEL000O,57.14
(1)800칼브럭812,◈칼브럭 (8*12) 50mm,미송합판(유절)1220 x 2440mm 미송합판 15T,P0000BED,P0000BED000E,55.0
(1)800칼브럭890,◈칼브럭 (8*90) 90mm,마감용 구조재인테리어등급 90mm X 90mm,P0000BEL,P0000BEL000P,57.14
(1)800캇타칼,◈캇타칼 (일반),목모보드(4면면취/내추럴)두께별 x 600 x 2400KS인증제품 일반 15T x 600 x 2400,P0000CBD,P0000CBD000A,50.0
(1)800캇타칼고급,◈캇타칼 (★고급 전문가용/일제),폴리우레탄 폼 전용 건 폴리우레탄폼 일회용,P0000BGZ,P0000BGZ000A,32.43
(1)800캇타칼날,◈캇타칼날 (10 PCS),PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,41.67
(1)800콩피스816,◈와셔붙이/양날(콩피스) (8*16) 1000PS,접시머리 양날피스(황색) 접시머리 양날피스 8 x 13 (1000pcs),P0000BJA,P0000BJA000A,65.38
(1)800타카1022J,◈1022J (목공용 ㄷ자 타카핀),"J단위타카핀(416,149,422,1022) 핀 1022J",P0000BIP,P0000BIP000E,50.0
(1)800타카1ST18,◈ST18 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST25,◈ST25 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST32,◈ST32 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST38,◈ST38 [콘크리트용],마감용 구조재인테리어등급 2” X 2” (38mm X 38mm),P0000BEL,P0000BEL000G,31.25
(1)800타카1ST45,◈ST45 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST50,◈ST50 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST57,◈ST57 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카1ST64,◈ST64 [콘크리트용],무초산형 실리콘 무초산형 실리콘 [체리],P0000BHE,P0000BHE000I,28.57
(1)800타카416J,◈416J (목공용 ㄷ자 타카핀),"J단위타카핀(416,149,422,1022) 핀 416J",P0000BIP,P0000BIP000A,45.45
(1)800타카419J,◈419J (목공용 ㄷ자 타카핀),"J단위타카핀(416,149,422,1022) 핀 419J",P0000BIP,P0000BIP000B,45.45
(1)800타카DT50,◈DT50 [목재용],아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,54.55
(1)800타카DT64,◈DT64 [목재용],아연피스 ( 목재용 나팔머리 외날피스 ) 델타 6 x 25 (1000pcs),P0000BJT,P0000BJT000A,54.55
(1)800타카F15,◈핀F15,재단비 결제 6~11.5mm,P0000BNF,P0000BNF000B,21.05
(1)800타카F20,◈핀F20,재단비 결제 24~30mm,P0000BNF,P0000BNF000D,22.22
(1)800타카F25,◈핀F25,재단비 결제 14.5~23mm,P0000BNF,P0000BNF000C,20.0
(1)800타카F30,◈핀F30,PVC 점검구 PVC 점검구 300 x 300,P0000CBX,P0000CBX000A,23.53
(1)800타카F40,◈핀F40,PVC 점검구 PVC 점검구 400 x 400,P0000CBX,P0000CBX000B,23.53
(1)800타카F50,◈핀F50,PVC 점검구 PVC 점검구 450 x 450,P0000CBX,P0000CBX000C,23.53
(1)800타카FST15,◈FST15 [얇은 콘크리트용],오크 집성판사이드핑거 12T x 915 x 2300,P0000BEV,P0000BEV000A,30.0
