상품명,상품코드,옵션 스타일,옵션 추가금액,옵션 표시방식,옵션사용,옵션세트명,자체 품목코드,품목명,품목코드,,이카운트_2단가
골판지 종이 보양지 (40m/1롤),P0000CTS,,0,S,Y,,(1)800플로3,풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000CTS000A,,2200.0000000000
골판지 종이 보양지 (40m/1롤),P0000CTS,,0,S,Y,,(1)800골판지,종이 롤보양재 3T x 1100 x 40M,P0000CTS000B,,20000.0000000000
월드폼월드 251건,P0000CTN,,0,S,Y,,(1)800하폼건월드9,월드폼 월드 251건,P0000CTN000B,,12800.0000000000
월드폼티탄 B1 난연폼,P0000CTM,,0,S,Y,,(1)800하폼건월드5,월드폼 티탄 B1 난연폼,P0000CTM000B,,10500.0000000000
월드폼월드폼 전용 크리너,P0000CTL,,0,S,Y,,(1)800하폼크리너,월드폼 월드폼 전용 크리너,P0000CTL000B,,3800.0000000000
월드폼좋은폼 (1회용/빨대형),P0000CTK,,0,S,Y,,(1)800하폼건월드8,월드폼 좋은폼 (1회용/빨대형),P0000CTK000B,,4000.0000000000
월드폼스프레이폼 건타입,P0000CSB,,0,S,Y,,(1)800하폼건월드3,월드폼 스프레이폼 건타입,P0000CSB000B,,7900.0000000000
월드폼스피드폼 건타입,P0000CSA,,0,S,Y,,(1)800하폼건월드4,월드폼 스피드폼 건타입,P0000CSA000B,,6900.0000000000
월드폼좋은폼 건타입,P0000CRZ,,0,S,Y,,(1)800하폼건월드1,월드폼 좋은폼 건타입,P0000CRZ000B,,4000.0000000000
월드폼폼본드(난연/B2) 건타입,P0000CRY,,0,S,Y,,(1)800하폼건월드2,월드폼 폼본드(난연/B2) 건타입,P0000CRY000E,,6600.0000000000
프리미엄 단열재 PF보드LX지인,P0000CHJ,,18150,S,Y,,(1)600LXPF301800N,30T x 1000 x 1800,P0000CHJ000A,,15000.0000000000
프리미엄 단열재 PF보드LX지인,P0000CHJ,,26400,S,Y,,(1)600LXPF501800N,50T x 1000 x 1800,P0000CHJ000B,,22000.0000000000
프리미엄 단열재 PF보드LX지인,P0000CHJ,,47300,S,Y,,(1)600LXPF901800N,90T x 1000 x 1800,P0000CHJ000C,,39000.0000000000
단열재 GCS보드,P0000CHH,,0,S,Y,,(2)600대성GCS13,13T x 900 x 2400,P0000CHH000A,,
단열재 GCS보드,P0000CHH,,0,S,Y,,(2)600대성GCS21,21T x 900 x 2400,P0000CHH000B,,
단열재 GCS보드,P0000CHH,,0,S,Y,,(2)600대성GCS33,33T x 900 x 2400,P0000CHH000C,,
차음시트 2T1000 x 1000단면점착,P0000CHD,,0,S,Y,,(1)503차음시트기본,차음시트 2T 1000 x 1000,P0000CHD000A,,4800.0000000000
차음시트 2T1000 x 1000단면점착,P0000CHD,,0,S,Y,,(2)503소음차음시트3,차음시트 3T 1000 x 1000,P0000CHD000B,,
차음시트 2T1000 x 1000단면점착,P0000CHD,,0,S,Y,,(2)503소음차음시트4,차음시트 4T 1000 x 1000,P0000CHD000C,,
텐텐지 백색1800x길이 85M,P0000CHC,,0,S,Y,,(1)800텐텐지,1800x길이 85M 백색,P0000CHC000C,,27300.0000000000
GS건설자이 천연 방수석고보드,P0000CCM,,0,S,Y,,(1)200자이02방수936,9.5T x 900 x 1800 (936),P0000CCM000A,,5900.0000000000
GS건설자이 천연 일반석고보드,P0000CCL,,3000,S,Y,,(1)200A자이01일반93,9.5T x 900 x 1800 (936),P0000CCL000A,,3700.0000000000
GS건설자이 천연 일반석고보드,P0000CCL,,4000,S,Y,,(1)200자이05일반938,9.5T x 900 x 2400 (938),P0000CCL000C,,5000.0000000000
GS건설자이 천연 일반석고보드,P0000CCL,,5000,S,Y,,(1)200자이04일반1236,12.5T x 900 x 1800 (1236),P0000CCL000D,,5000.0000000000
"LVL 합판각재합판다루끼한치각,투바이",P0000CCD,,0,S,Y,,(2)100LVL30308,LVL 합판 다루끼 30x30x3600 1단,P0000CCD000A,,
"LVL 합판각재합판다루끼한치각,투바이",P0000CCD,,0,S,Y,,(2)100LVL3069,LVL 합판 투바이 30x69x3600 1단,P0000CCD000B,,
목망 꽃바둑살600X1860X8X15T,P0000CBZ,,0,S,Y,,(1)100목망꽃바둑1015,600x1860x8x15T,P0000CBZ000A,,50000.0000000000
목망 꽃바둑살600X1860X8X15T,P0000CBZ,,0,S,Y,,(1)100목망캡,목망테두리,P0000CBZ000B,,4500.0000000000
PVC 점검구,P0000CBX,,0,S,Y,,(1)800점검PVC300,PVC 점검구 300 x 300,P0000CBX000A,,9000.0000000000
PVC 점검구,P0000CBX,,0,S,Y,,(1)800점검PVC400,PVC 점검구 400 x 400,P0000CBX000B,,9400.0000000000
PVC 점검구,P0000CBX,,0,S,Y,,(1)800점검PVC450,PVC 점검구 450 x 450,P0000CBX000C,,9500.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800레일2,슬라이딩 레일 실버 2m,P0000CBW000A,,20000.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800레일3,슬라이딩 레일 실버 3m,P0000CBW000B,,30000.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800행가양댐30,양댐퍼 N30,P0000CBW000C,,32000.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800행가양댐50,양댐퍼 N50,P0000CBW000D,,44000.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800행가양댐80,양댐퍼 N80,P0000CBW000E,,48000.0000000000
"행거레일댐퍼형(30kg,50kg,80kg)",P0000CBW,,0,S,Y,,(1)800엘가이드,엘가이드,P0000CBW000F,,5000.0000000000
"벽산 석고텍스9.5T x 300 x 600, 18매/1Box(1평)",P0000CBB,,0,S,Y,,(1)201석고텍스KCC,석고텍스 9.5T x 300 x 600 18매/1Box(1평),P0000CBB000D,,17800.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A12736B,2.7T x 910 x 1820 동남아산,P0000CAT000A,,6700.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A24636B,4.6T x 910 x 1820 동남아산,P0000CAT000B,,7700.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A48536알,8.5T x 910 x 1820 동남아산 (알비자),P0000CAT000C,,9200.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A38536B,8.5T x 910 x 1820 동남아산 (고급),P0000CAT000D,,12400.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A511536B,11.5T x 910 x 1820 동남아산 (고급),P0000CAT000E,,16300.0000000000
일반합판 3*6910x1820mm,P0000CAT,,0,S,Y,,(1)300A611536M,11.5T x 910 x 1820 베트남산 (MLH),P0000CAT000F,,9100.0000000000
NBR코팅 장갑,P0000CAH,,0,S,Y,,(1)800장갑기능소,기능성장갑 (소),P0000CAH000A,,1800.0000000000
NBR코팅 장갑,P0000CAH,,0,S,Y,,(1)800장갑기능중,기능성장갑 (중),P0000CAH000B,,1800.0000000000
NBR코팅 장갑,P0000CAH,,0,S,Y,,(1)800장갑기능대,기능성장갑 (대),P0000CAH000C,,1800.0000000000
"일반경첩실버,골드,블랙",P0000BZG,,0,S,Y,,(1)80011일반경실,일반경첩 - 실버,P0000BZG000A,,5000.0000000000
"일반경첩실버,골드,블랙",P0000BZG,,0,S,Y,,(1)80012일반경골,일반경첩 - 골드,P0000BZG000B,,5000.0000000000
"일반경첩실버,골드,블랙",P0000BZG,,0,S,Y,,(1)80013일반경블,일반경첩 - 블랙,P0000BZG000C,,5000.0000000000
실린더BPL-6401 GR (핀/실버),P0000BZF,,0,S,Y,,(1)800실6401GR,BPL-6401 실버,P0000BZF000A,,12800.0000000000
실린더BPL-1701 GR (핀/실버),P0000BZE,,0,S,Y,,(1)800실1701GR,BPL-1701 실버,P0000BZE000A,,14000.0000000000
실린더BPL-5101 GR (핀/실버),P0000BZD,,0,S,Y,,(1)800실5101GR,BPL-5101 실버,P0000BZD000A,,12300.0000000000
실린더BPL-5100 GR (키/실버) KEY,P0000BZC,,0,S,Y,,(1)800실5100GR,BPL-5100 실버,P0000BZC000A,,13000.0000000000
실린더BPL-5001 GR (핀/실버),P0000BZB,,0,S,Y,,(1)800실5001GR,BPL-5001 실버,P0000BZB000A,,12300.0000000000
실린더BPL-5001 GR (핀/실버),P0000BZB,,0,S,Y,,(1)800실5001WT,BPL-5001 화이트,P0000BZB000B,,12300.0000000000
실린더BPL-5001 GR (핀/실버),P0000BZB,,0,S,Y,,(1)800실5001BK,BPL-5001 블랙,P0000BZB000C,,12300.0000000000
실린더BPL-5000 GR (키/실버) KEY,P0000BZA,,0,S,Y,,(1)800실5000GR,BPL-5000 실버,P0000BZA000A,,13000.0000000000
실린더BPL-5000 GR (키/실버) KEY,P0000BZA,,0,S,Y,,(1)800실5000WT,BPL-5000 화이트,P0000BZA000B,,13000.0000000000
실린더BPL-5000 GR (키/실버) KEY,P0000BZA,,0,S,Y,,(1)800실5000BK,BPL-5000 블랙,P0000BZA000C,,13000.0000000000
히노끼루바(유절) 10T8매/단,P0000BYR,,0,S,Y,,,히노끼 루바 (유절/8자),P0000BYR000A,,
히노끼루바(유절) 10T8매/단,P0000BYR,,0,S,Y,,,히노끼 루바 (유절/12자),P0000BYR000B,,
히노끼루바(유절) 10T8매/단,P0000BYR,,0,S,Y,,,히노끼 루바 마감재,P0000BYR000C,,
히노끼루바(유절) 10T8매/단,P0000BYR,,0,S,Y,,,히노끼 평몰딩,P0000BYR000D,,
히노끼루바(유절) 10T8매/단,P0000BYR,,0,S,Y,,,번들단가,P0000BYR000E,,
이페19x90x2400데크재,P0000BYB,,0,S,Y,,,19 x 90 x 2400,P0000BYB000A,,
이페19x90x2400데크재,P0000BYB,,0,S,Y,,,기타규격,P0000BYB000B,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 1800,P0000BYA000A,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 2100,P0000BYA000B,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 2400,P0000BYA000C,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 2700,P0000BYA000D,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 3000,P0000BYA000E,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 3300,P0000BYA000F,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 3600,P0000BYA000G,,
큐링19x90x2400데크재,P0000BYA,,0,S,Y,,,큐링 19 x 90 x 3900,P0000BYA000H,,
모말라19x90x2400데크재,P0000BXY,,0,S,Y,,,19 x 90 x 2400,P0000BXY000A,,
모말라19x90x2400데크재,P0000BXY,,0,S,Y,,,기타규격,P0000BXY000B,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 1800,P0000BXT000A,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 2100,P0000BXT000B,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 2400,P0000BXT000C,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 2700,P0000BXT000D,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 3000,P0000BXT000E,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 3300,P0000BXT000F,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 3600,P0000BXT000G,,
캠파스19x90x2400데크재,P0000BXT,,0,S,Y,,,캠파스 19 x 90 x 3900,P0000BXT000H,,
운반비 결제,P0000BWV,,0,S,Y,,,라보,P0000BWV000A,,
운반비 결제,P0000BWV,,0,S,Y,,,1톤,P0000BWV000B,,
운반비 결제,P0000BWV,,0,S,Y,,,1.4톤,P0000BWV000C,,
운반비 결제,P0000BWV,,0,S,Y,,,3.5톤,P0000BWV000D,,
운반비 결제,P0000BWV,,0,S,Y,,,5톤,P0000BWV000E,,
운반비 결제,P0000BWV,,5500,S,Y,,,5천원 추가,P0000BWV000F,,
운반비 결제,P0000BWV,,11000,S,Y,,,1만원 추가,P0000BWV000G,,
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST18,18,P0000BWM000A,,6700.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST25,25,P0000BWM000B,,7300.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST32,32,P0000BWM000C,,8800.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST38,38,P0000BWM000D,,5100.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST45,45,P0000BWM000E,,5700.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST50,50,P0000BWM000F,,6700.0000000000
"OST단위타카핀(18,25,32,38,45,50,64)",P0000BWM,,0,S,Y,,(1)800타카JST64,64,P0000BWM000G,,8500.0000000000
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도448,자작 합판 4T (S/BB) UV하도,P0000BWI000A,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도648,자작 합판 6T (S/BB) UV하도,P0000BWI000B,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도948,자작 합판 9T (S/BB) UV하도,P0000BWI000C,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도1248,자작 합판 12T (S/BB) UV하도,P0000BWI000D,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도1548,자작 합판 15T (S/BB) UV하도,P0000BWI000E,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작하도1848,자작 합판 18T (S/BB) UV하도,P0000BWI000F,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,,----------,P0000BWI000G,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도448,자작 합판 4T (S/BB) UV상도,P0000BWI000H,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도648,자작 합판 6T (S/BB) UV상도,P0000BWI000I,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도948,자작 합판 9T (S/BB) UV상도,P0000BWI000J,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도1248,자작 합판 12T (S/BB) UV상도,P0000BWI000K,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도1548,자작 합판 15T (S/BB) UV상도,P0000BWI000L,,
UV코팅 자작합판상도/하도,P0000BWI,,0,S,Y,,(2)300SK자작상도1848,자작 합판 18T (S/BB) UV상도,P0000BWI000M,,
몰탈 접착 증강제 G-3 본드 (15kg),P0000BVW,,0,S,Y,,(1)800접착G3원,원평 G3 본드 (15kg),P0000BVW000A,,58200.0000000000
단열 보드 접착제 G-2 본드 (10kg),P0000BVV,,0,S,Y,,(1)800접착G2원,원평 G2 본드 (10kg),P0000BVV000A,,20000.0000000000
보드 합지 접착제 G-1 본드 (18L),P0000BVU,,0,S,Y,,(1)800접착G1원,원평 G1 본드 (18L),P0000BVU000A,,47300.0000000000
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,(1)800타카T50,C50 (T50),P0000BVS000A,,11800.0000000000
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,(1)800타카T57,C57 (T57),P0000BVS000B,,11500.0000000000
"C타카핀타카핀(C50,C57,C64)",P0000BVS,,0,S,Y,,(1)800타카T64,C64 (T64),P0000BVS000C,,13500.0000000000
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503제일타공라자9,타공판/라인/자작,P0000BVF000A,,
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(1)503타공라메9,타공판/라인/메이플,P0000BVF000B,,48000.0000000000
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503소음타공라오9,타공판/라인/오크,P0000BVF000C,,
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503제일타공원자9,타공판/원형/자작,P0000BVF000D,,
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(1)503타공원메9,타공판/원형/메이플,P0000BVF000E,,44700.0000000000
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503제일타공원오9,타공판/원형/오크,P0000BVF000F,,
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503씨에타공원화,타공판/원형/화이트오크,P0000BVF000G,,
"단타공흡음패널, 원형 타공판9T x 1200 x 2400방염",P0000BVF,,0,S,Y,,(2)503소음타공원백9,타공판/원형/백색,P0000BVF000I,,
방부 라티스 (15T),P0000BTH,,0,S,Y,,(1)100방부목91라티,15T x 1200mm x 2400mm,P0000BTH000A,,28000.0000000000
방부 라티스 (15T),P0000BTH,,0,S,Y,,(2)100방부라티스캡,방부라티스 U캡,P0000BTH000B,,
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,(2)800주춧44,주춧돌 4 x 4,P0000BTF000A,,
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,,주춧돌 5 x 5,P0000BTF000B,,
주춧돌(앙카블럭),P0000BTF,,0,S,Y,,,주춧돌 6 x 6,P0000BTF000C,,
오동나무 집성판솔리드,P0000BTE,,0,S,Y,,(1)302오동12솔,12T x 1000 x 2000,P0000BTE000A,,40000.0000000000
오동나무 집성판솔리드,P0000BTE,,0,S,Y,,,15T x 1220 x 2200,P0000BTE000B,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,20T x 132 x 2400,P0000BSR000A,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,20T x 132 x 3000,P0000BSR000B,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500다크브201328,20T x 138 x 2400,P0000BSR000C,,12800.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,20T x 138 x 3000,P0000BSR000D,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,25T x 150 x 2400,P0000BSR000E,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,25T x 150 x 3000,P0000BSR000F,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,기타규격,P0000BSR000G,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500미들클립20,합성목재 미들클립,P0000BSR000H,,26800.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500스타트클립20,합성목재 스타트클립,P0000BSR000I,,10900.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500클립피스820,합성목재 클립 전용피스,P0000BSR000J,,19100.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500도장피스838,합성목재용 도장 직결피스(DB),P0000BSR000K,,47000.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,(1)500아티론,아티론 (연결보조제),P0000BSR000L,,12300.0000000000
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,합성목재 평몰딩,P0000BSR000M,,
"합성목재(WPC)브라운,체리,그레이방부목 대체품",P0000BSR,,0,S,Y,,,합성목재 평몰딩2,P0000BSR000N,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,3.5T x 900 x 1800,P0000BSU000A,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,4.5T x 900 x 1800,P0000BSU000B,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,(1)201CRC636,6T x 900 x 1800,P0000BSU000C,,10000.0000000000
CRC보드하지용 미색,P0000BSU,,0,S,Y,,(1)201CRC936,9T x 900 x 1800,P0000BSU000D,,14800.0000000000
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,12T x 900 x 1800,P0000BSU000E,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,----------,P0000BSU000F,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,6T x 1220 x 2440,P0000BSU000G,,
CRC보드하지용 미색,P0000BSU,,0,S,Y,,,9T x 1220 x 2440,P0000BSU000H,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,일반 15T x 600 x 600,P0000BQQ000A,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,일반 20T x 600 x 600,P0000BQQ000B,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,일반 25T x 600 x 600,P0000BQQ000C,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,방염 15T x 600 x 600,P0000BQQ000D,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,방염 20T x 600 x 600,P0000BQQ000E,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,방염 25T x 600 x 600,P0000BQQ000F,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,준불연 15T x 600 x 600,P0000BQQ000G,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,준불연 20T x 600 x 600,P0000BQQ000H,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,준불연 25T x 600 x 600,P0000BQQ000I,,
목모보드(4면면취/내추럴)두께별 x 600 x 600KS인증제품,P0000BQQ,,0,S,Y,,,배송비,P0000BQQ000J,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,일반 15T x 600 x 1200,P0000BQR000A,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,일반 20T x 600 x 1200,P0000BQR000B,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,일반 25T x 600 x 1200,P0000BQR000C,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,방염 15T x 600 x 1200,P0000BQR000D,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,방염 20T x 600 x 1200,P0000BQR000E,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,방염 25T x 600 x 1200,P0000BQR000F,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,준불연 15T x 600 x 1200,P0000BQR000G,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,준불연 20T x 600 x 1200,P0000BQR000H,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,준불연 25T x 600 x 1200,P0000BQR000I,,
목모보드(4면면취/내추럴)두께별 x 600 x 1200KS인증제품,P0000BQR,,0,S,Y,,,배송비,P0000BQR000J,,
재단비 결제,P0000BNF,,0,S,Y,,,5mm이하,P0000BNF000A,,
재단비 결제,P0000BNF,,0,S,Y,,,6~11.5mm,P0000BNF000B,,
재단비 결제,P0000BNF,,0,S,Y,,,14.5~23mm,P0000BNF000C,,
재단비 결제,P0000BNF,,0,S,Y,,,24~30mm,P0000BNF000D,,
재단비 결제,P0000BNF,,0,S,Y,,,소송각재,P0000BNF000E,,
재단비 결제,P0000BNF,,0,S,Y,,,각재 2x8 이하,P0000BNF000F,,
재단비 결제,P0000BNF,,0,S,Y,,,각재 2x8 이상,P0000BNF000G,,
재단비 결제,P0000BNF,,0,S,Y,,,템바보드,P0000BNF000H,,
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,(1)300준내수948,8.5T x 1220 x 2440 국산 ks,P0000BNE000B,,26000.0000000000
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,,4.4T x 1220 x 2440 국산 ks,P0000BNE000D,,
준내수합판 (국산 KS)1220 x 2440mm,P0000BNE,,0,S,Y,,,12T x 1220 x 2440 국산 ks,P0000BNE000E,,
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,(1)60011아이소101호,10T x 900 x 1800,P0000BND000G,,3100.0000000000
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,(1)60012아이소20특,20T x 900 x 1800,P0000BND000H,,5900.0000000000
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,(1)60013아이소30특,30T x 900 x 1800,P0000BND000I,,6900.0000000000
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,(1)60014아이소50특,50T x 900 x 1800,P0000BND000J,,11500.0000000000
단열재 아이소핑크/압출법보온판 ,P0000BND,,0,S,Y,,(1)60015아이소100특,100T x 900 x 1800,P0000BND000K,,22500.0000000000
오크 미장합판(라미날 합판)1220 x 2440mm,P0000BNC,,0,S,Y,,(1)300오크27,오크 미장합판 2.7T x 1220 x 2440mm,P0000BNC000A,,18600.0000000000
백색 코팅 합판(백색 포리톤)1220 x 2440mm,P0000BNB,,0,S,Y,,(1)300백색27,백색 코팅합판 2.7T x 1220 x 2440m,P0000BNB000A,,20000.0000000000
무방부목15x95x3600데크재,P0000BMM,,0,S,Y,,,15 x 95mm,P0000BMM000A,,
무방부목15x95x3600데크재,P0000BMM,,0,S,Y,,,21 x 120mm,P0000BMM000B,,
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,(1)800매거양625,6 x 25 (2000PCS/1박스),P0000BMB000A,,22500.0000000000
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,(1)800매거양632,6 x 32 (1000PCS/1박스),P0000BMB000B,,12700.0000000000
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,(1)800매거양638,6 x 38 (1000PCS/1박스),P0000BMB000C,,15500.0000000000
자동연발피스 (양날) 매거진피스,P0000BMB,,0,S,Y,,(1)800매거양321,3 x 21 (2000PCS/1박스) 코팅,P0000BMB000D,,23300.0000000000
윙스크류 양날피스,P0000BMA,,0,S,Y,,(1)800윙스25,8 x 25 (500pcs),P0000BMA000A,,10500.0000000000
윙스크류 양날피스,P0000BMA,,0,S,Y,,(1)800윙스32,8 x 32 (500pcs),P0000BMA000B,,11400.0000000000
